;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
2092;b;33,5;1.75;u;g;x;h;4.5;t;t;4;t;g;253.0;857;?;126,91094921845416;8,580366164938761;253000.0;f;good
2093;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492583572703;1,7196083330867018;80000.0;f;good
2094;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114396518353;43,782513830759854;375000.0;f;good
2095;a;47,75;8.0;u;g;c;v;7.875;t;t;6;t;g;f;1260;?;178,28238340720986;45,693100343510835;f;?;good
2096;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;?;good
2097;b;43,0;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,07359020219394;1,9783881556636098;100000.0;?;good
2098;b;57,83;7.04;u;g;m;v;14.0;t;t;6;t;g;360.0;1332;?;220,84892128957057;40,07103339131855;360000.0;f;good
2099;b;20,17;8.17;u;g;aa;v;1.96;t;t;14;f;g;60.0;158;?;78,8679544731642;45,297471929958995;60000.0;?;good
2100;b;48,17;3.5;u;g;aa;v;3.5;t;f;f;f;s;230.0;f;?;179,37299597612244;22,69180346320544;230000.0;f;good
2101;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;?;good
2102;a;37,75;5.5;u;g;q;v;0.125;t;f;f;t;g;228.0;f;?;143,11822354967865;31,322818066651813;228000.0;?;good
2103;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,01303881778162;14,274163084726347;150000.0;f;good
2104;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,767655625796;22,088072218937533;320000.0;f;good
2105;b;18,5;2.0;u;g;i;v;1.5;t;t;2;f;g;120.0;300;?;70,87873973363351;12,051926806461905;120000.0;f;good
2106;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634409154;38,64918901704511;f;f;good
2107;a;31,25;3.75;u;g;cc;h;0.625;t;t;9;t;g;181.0;f;?;114,781750102604;19,815963457796993;181000.0;?;good
2108;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,71984970629228;0,4530103319215338;?;f;good
2109;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,07540313104926;15,757152885624487;f;f;good
2110;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973228789142;61,92615625129616;80000.0;f;good
2111;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;f;good
2112;b;56,0;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,042710397625;70,0554336198232;24000.0;f;good
2113;b;40,58;5.0;u;g;c;v;5.0;t;t;7;f;g;f;3065;?;155,20379869751574;27,79798122096722;f;f;good
2114;a;35,42;12.0;u;g;q;h;14.0;t;t;8;f;g;f;6590;?;133,54340454389538;68,0700037634411;f;f;good
2115;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;?;good
2116;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,37702939896718;17,38405174210148;80000.0;f;good
2117;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832331119;2,7966645202880906;300000.0;?;good
2118;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,92585909722858;52,51724107269955;381000.0;f;good
2119;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,94256980957068;0,5787085579422866;202000.0;?;good
2120;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050415938977;42,64896779590332;80000.0;f;good
2121;b;48,58;6.5;u;g;q;h;6.0;t;f;f;t;g;350.0;f;?;183,2290101900161;37,08885932269432;350000.0;f;good
2122;a;33,08;4.625;u;g;q;h;1.625;t;t;2;f;g;f;f;?;126,53490782170728;24,220939206582276;f;?;good
2123;b;36,25;5.0;u;g;c;bb;2.5;t;t;6;f;g;f;367;?;140,59198497469785;28,043582781228793;f;f;good
2124;b;36,25;5.0;u;g;c;bb;2.5;t;t;6;f;g;f;367;?;140,59198497469785;28,043582781228793;f;f;good
2125;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,58788750343724;37,35598082090464;f;f;good
2126;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,60322800910814;64,2288561474397;f;f;good
2127;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138008334;29,03614805393129;f;f;good
2128;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,69399359300144;24,838059319085914;711000.0;f;good
2129;a;18,83;9.54;u;g;aa;v;0.085;t;f;f;f;g;100.0;f;?;73,43702356217655;53,26096594732757;100000.0;?;good
2130;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,83488380304298;56,75879902709019;40000.0;f;good
2131;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,13129798257751;83,4009201363878;f;f;good
2132;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,68302595970898;17,99656465405524;180000.0;f;good
2133;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571828869653;5,843791547408116;510000.0;?;good
2134;b;28,25;5.04;y;p;c;bb;1.5;t;t;8;t;g;144.0;7;?;109,53543153641061;27,885976041932686;144000.0;f;good
2135;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,67757970516732;7,952429160232198;520000.0;?;good
2136;b;21,33;10.5;u;g;c;v;3.0;t;f;f;t;g;f;f;?;82,08646601747917;59,23722355940694;f;f;good
2137;b;26,0;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,55964639635141;4,997697433413862;280000.0;f;good
2138;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,37702939896718;17,38405174210148;80000.0;f;good
2139;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,60322800910814;64,2288561474397;f;?;good
2140;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,62809347340823;8,22641342857855;260000.0;f;good
2141;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,20309224156142;2,970301096184344;300000.0;f;good
2142;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526269624;3,4409965723577987;491000.0;f;good
2143;a;52,83;15.0;u;g;c;v;5.5;t;t;14;f;g;f;2200;?;198,18652264169856;84,52708163848905;f;f;good
2144;b;48,58;0.205;y;p;k;v;0.25;t;t;11;f;g;380.0;2732;?;183,24006371368893;1,6311080076269127;380000.0;?;good
2145;a;71,58;f;?;?;?;?;f;a;f;f;f;p;?;f;?;273,1107166424912;0,713278953193817;?;f;good
2146;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013179305;61,46330218467594;121000.0;?;good
2147;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,83488380304298;56,75879902709019;40000.0;f;good
2148;b;44,33;0.5;u;g;i;h;5.0;t;f;f;t;g;320.0;f;?;166,95811631793185;3,4430109858464766;320000.0;?;good
2149;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,69399359300144;24,838059319085914;711000.0;f;good
2150;b;33,17;3.165;y;p;x;v;3.165;t;t;3;t;g;380.0;f;?;127,59144269412657;16,581305820660404;380000.0;f;good
2151;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,767655625796;22,088072218937533;320000.0;?;good
2152;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526269624;3,4409965723577987;491000.0;f;good
2153;b;27,67;2.0;u;g;x;h;t;t;t;4;f;g;140.0;7544;?;103,57079056909484;11,712377776186349;140000.0;f;good
2154;b;22,08;11.0;u;g;cc;v;0.665;t;f;f;f;g;100.0;f;?;81,86459836518816;64,00761208808537;100000.0;f;good
2155;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,88014442240055;117,04377137955518;f;?;good
2156;b;27,83;1.5;u;g;w;v;2.0;t;t;11;t;g;434.0;35;?;101,17365093149526;9,375961617917138;434000.0;f;good
2157;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,43964626364598;52,66410069956167;f;f;good
2158;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,84201480139218;22,57894873992605;120000.0;?;good
2159;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,60625307204938;25,409645364400404;43000.0;f;good
2160;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,60625307204938;25,409645364400404;43000.0;f;good
2161;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,767655625796;22,088072218937533;320000.0;?;good
2162;a;47,42;3.0;u;g;x;v;13.875;t;t;2;t;g;519.0;1704;?;177,27294921830935;18,64143363426699;519000.0;f;good
2163;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237155988211;13,425831422375047;370000.0;f;good
2164;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,85573121073284;56,83316539117132;520000.0;f;good
2165;b;18,08;5.5;u;g;k;v;0.5;t;f;f;f;g;80.0;f;?;67,19429415528224;31,701291836852914;80000.0;f;good
2166;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,37702939896718;17,38405174210148;80000.0;f;good
2167;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;?;good
2168;b;25,0;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968232182;62,172767761989064;200000.0;f;good
2169;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,96736134823264;25,927602380430223;70000.0;?;good
2170;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,18935773730952;9,230494089007827;260000.0;f;good
2171;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163050222;53,432427615050685;60000.0;?;good
2172;a;22,42;5.665;u;g;q;v;2.585;t;t;7;f;g;129.0;3257;?;85,33086557114885;31,813322126631554;129000.0;?;good
2173;b;34,42;4.25;u;g;i;bb;3.25;t;t;2;f;g;274.0;610;?;130,2561296880488;21,711801951221513;274000.0;f;good
2174;a;32,33;0.54;u;g;cc;v;0.04;t;f;f;f;g;440.0;11177;?;123,54094817282439;4,276533343747676;440000.0;f;good
2175;b;24,33;6.625;y;p;d;v;5.5;t;f;f;t;s;100.0;f;?;94,6690574003098;36,883943794794284;100000.0;?;good
2176;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,33654859620127;77,42511685408026;f;f;good
2177;b;27,75;0.585;y;p;cc;v;0.25;t;t;2;f;g;260.0;500;?;102,4198031652081;1,0145276450457255;260000.0;?;good
2178;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163230655194;62,03126885379006;100000.0;?;good
2179;a;23,25;5.875;u;g;q;v;3.17;t;t;10;f;g;120.0;245;?;86,46113984037167;31,694410917636603;120000.0;?;good
2180;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914677639187;5,452863111328432;333000.0;?;good
2181;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,18935773730952;9,230494089007827;260000.0;?;good
2182;b;31,67;16.165;u;g;d;v;3.0;t;t;9;f;g;250.0;730;?;122,61777862926004;89,44064026726925;250000.0;f;good
2183;a;49,83;13.585;u;g;k;h;8.5;t;f;f;t;g;f;f;?;187,89145552104085;77,05855369441598;f;f;good
2184;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,75783937860714;157,88851152312307;f;f;good
2185;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,30605465811978;1,4567043474025236;280000.0;f;good
2186;b;25,67;12.5;u;g;cc;v;1.21;t;t;67;t;g;140.0;258;?;92,35535753572351;69,68027663211377;140000.0;f;good
2187;b;49,5;7.585;u;g;i;bb;7.585;t;t;15;t;g;f;5000;?;188,390343909053;42,725213111712414;f;f;good
2188;b;34,42;4.25;u;g;i;bb;3.25;t;t;2;f;g;274.0;610;?;130,2561296880488;21,711801951221513;274000.0;f;good
2189;a;28,5;3.04;y;p;x;h;2.54;t;t;t;f;g;70.0;f;?;104,88512840344865;15,471034477944347;70000.0;f;good
2190;b;20,42;1.835;u;g;c;v;2.25;t;t;t;f;g;100.0;150;?;74,2617471676903;10,672881031682124;100000.0;?;good
2191;b;36,67;4.415;y;p;k;v;0.25;t;t;10;t;g;320.0;f;?;139,4725821902511;25,20270241008399;320000.0;f;good
2192;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,49323736302938;141,3182181791853;120000.0;?;good
2193;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;f;good
2194;b;18,5;2.0;u;g;i;v;1.5;t;t;2;f;g;120.0;300;?;70,87873973363351;12,051926806461905;120000.0;f;good
2195;a;36,0;t;u;g;c;v;2.0;t;t;11;f;g;f;456;?;136,22773649459683;4,1379239105547745;f;f;good
2196;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,5385810170045;2,979437875920871;f;?;good
2197;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633891869066;48,2672815946333;96000.0;f;good
2198;b;44,0;2.0;u;g;m;v;1.75;t;t;2;t;g;f;15;?;167,10048507411062;11,104644830646329;f;f;good
2199;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;f;good
2200;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,34032242630929;93,5298934215066;21000.0;f;good
2201;b;23,25;t;u;g;c;v;0.835;t;f;f;f;s;300.0;f;?;85,35035924259397;6,484371526263234;300000.0;?;good
2202;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633891869066;48,2672815946333;96000.0;f;good
2203;b;22,58;10.04;u;g;x;v;0.04;t;t;9;f;g;60.0;396;?;84,95009418254554;57,70398065294522;60000.0;f;good
2204;b;48,75;8.5;u;g;c;h;12.5;t;t;9;f;g;181.0;1655;?;182,7146879857305;48,564146958847296;181000.0;?;good
2205;a;19,67;0.21;u;g;q;h;0.29;t;t;11;f;g;80.0;99;?;70,19643607917592;1,7568915273666403;80000.0;f;good
2206;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914677639187;5,452863111328432;333000.0;?;good
2207;b;21,33;10.5;u;g;c;v;3.0;t;f;f;t;g;f;f;?;82,08646601747917;59,23722355940694;f;f;good
2208;a;47,0;13.0;u;g;i;bb;5.165;t;t;9;t;g;f;f;?;181,37393560041806;73,9044773386615;f;f;good
2209;b;36,25;5.0;u;g;c;bb;2.5;t;t;6;f;g;f;367;?;140,59198497469785;28,043582781228793;f;f;good
2210;a;41,0;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063652958491;10,407646223713005;455000.0;f;good
2211;b;21,25;1.5;u;g;w;v;1.5;b;f;f;f;g;150.0;8;?;77,79184881430604;8,615701696161766;150000.0;f;good
2212;a;23,0;11.75;u;g;x;h;0.5;t;t;2;t;g;300.0;551;?;84,75408413580291;66,35546473610667;300000.0;f;good
2213;a;71,58;f;?;?;?;?;f;a;f;f;f;p;?;f;?;273,1107166424912;0,713278953193817;?;?;good
2214;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114396518353;43,782513830759854;375000.0;?;good
2215;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,34032242630929;93,5298934215066;21000.0;f;good
2216;b;33,17;3.165;y;p;x;v;3.165;t;t;3;t;g;380.0;f;?;127,59144269412657;16,581305820660404;380000.0;?;good
2217;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,33654859620127;77,42511685408026;f;f;good
2218;b;42,5;4.915;y;p;w;v;3.165;t;f;f;t;g;52.0;1442;?;167,51788889152746;27,79226478514832;52000.0;?;good
2219;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,75783937860714;157,88851152312307;f;f;good
2220;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823971619673;16,819352810720726;100000.0;f;good
2221;b;26,0;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,55964639635141;4,997697433413862;280000.0;f;good
2222;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163230655194;62,03126885379006;100000.0;?;good
2223;b;28,25;5.04;y;p;c;bb;1.5;t;t;8;t;g;144.0;7;?;109,53543153641061;27,885976041932686;144000.0;?;good
2224;b;45,0;8.5;u;g;cc;h;14.0;t;t;t;t;g;88.0;2000;?;169,98177404202497;47,53953639482825;88000.0;f;good
2225;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,55952422281956;53,25680125907663;f;?;good
2226;a;41,17;6.5;u;g;q;v;0.5;t;t;3;t;g;145.0;f;?;156,27556008900095;37,52466375816755;145000.0;f;good
2227;a;47,42;3.0;u;g;x;v;13.875;t;t;2;t;g;519.0;1704;?;177,27294921830935;18,64143363426699;519000.0;?;good
2228;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163050222;53,432427615050685;60000.0;f;good
2229;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957383959;42,22047003053585;?;f;good
2230;b;31,67;16.165;u;g;d;v;3.0;t;t;9;f;g;250.0;730;?;122,61777862926004;89,44064026726925;250000.0;f;good
2231;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175296709533;51,157569794631755;60000.0;?;good
2232;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163230655194;62,03126885379006;100000.0;f;good
2233;a;57,08;19.5;u;g;c;v;5.5;t;t;7;f;g;f;3000;?;217,171880566652;108,59977680123815;f;f;good
2234;b;43,0;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,07359020219394;1,9783881556636098;100000.0;?;good
2235;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;?;82,82645262876704;10,680372224790322;220000.0;f;good
2236;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943448481;81,98861281599805;f;f;good
2237;a;21,25;2.335;u;g;i;bb;0.5;t;t;4;f;s;80.0;f;?;77,90332303906466;13,880187481567233;80000.0;f;good
2238;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,75783937860714;157,88851152312307;f;f;good
2239;b;48,17;7.625;u;g;w;h;15.5;t;t;12;f;g;f;790;?;179,94609290637268;43,14893988605714;f;f;good
2240;b;52,5;6.5;u;g;k;v;6.29;t;t;15;f;g;f;11202;?;200,84140269555115;37,492575007111284;f;f;good
2241;b;42,0;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,31360473434742;54,631922437781284;f;f;good
2242;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,88014442240055;117,04377137955518;f;f;good
2243;b;44,33;0.5;u;g;i;h;5.0;t;f;f;t;g;320.0;f;?;166,95811631793185;3,4430109858464766;320000.0;f;good
2244;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,16291777029285;8,04533772976642;100000.0;f;good
2245;a;28,5;3.04;y;p;x;h;2.54;t;t;t;f;g;70.0;f;?;104,88512840344865;15,471034477944347;70000.0;f;good
2246;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,88014442240055;117,04377137955518;f;f;good
2247;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,94256980957068;0,5787085579422866;202000.0;f;good
2248;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,5385810170045;2,979437875920871;f;f;good
2249;b;24,33;6.625;y;p;d;v;5.5;t;f;f;t;s;100.0;f;?;94,6690574003098;36,883943794794284;100000.0;?;good
2250;b;56,58;18.5;u;g;d;bb;15.0;t;t;17;t;g;f;f;?;210,264422192836;103,81331968963258;f;?;good
2251;b;23,25;1.5;u;g;q;v;2.375;t;t;3;t;g;f;582;?;87,44878912903197;8,89019872794423;f;f;good
2252;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,34527961856327;35,66336266708667;200000.0;?;good
2253;b;40,0;6.5;u;g;aa;bb;3.5;t;t;t;f;g;f;500;?;151,79710034533974;36,457989487413016;f;f;good
2254;b;48,08;6.04;u;g;k;v;0.04;a;f;f;f;g;f;2690;?;183,772559767657;34,30025724626518;f;f;good
2255;a;24,08;0.5;u;g;q;h;1.25;t;t;t;f;g;f;678;?;92,74793816815001;3,2643617743722135;f;?;good
2256;a;18,83;9.54;u;g;aa;v;0.085;t;f;f;f;g;100.0;f;?;73,43702356217655;53,26096594732757;100000.0;f;good
2257;a;41,33;t;u;g;i;bb;2.25;t;f;f;t;g;f;300;?;156,577107673316;4,70468160482802;f;?;good
2258;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,58788750343724;37,35598082090464;f;f;good
2259;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;?;71,0128454749627;0,2975556363051042;500000.0;f;good
2260;b;33,17;1.04;u;g;r;h;6.5;t;f;f;t;g;164.0;31285;?;124,96967169364886;3,789646828448663;164000.0;f;good
2261;a;24,5;0.5;u;g;q;h;1.5;t;f;f;f;g;280.0;824;?;92,08407670672422;2,3173371593153314;280000.0;?;good
2262;a;22,42;5.665;u;g;q;v;2.585;t;t;7;f;g;129.0;3257;?;85,33086557114885;31,813322126631554;129000.0;f;good
2263;b;23,08;11.5;u;g;i;v;3.5;t;t;9;f;g;56.0;742;?;91,31205144457064;65,07993743366781;56000.0;f;good
2264;b;31,67;16.165;u;g;d;v;3.0;t;t;9;f;g;250.0;730;?;122,61777862926004;89,44064026726925;250000.0;f;good
2265;b;26,0;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,55964639635141;4,997697433413862;280000.0;f;good
2266;b;32,67;5.5;u;g;q;h;5.5;t;t;12;t;g;408.0;1000;?;125,43697445883696;30,434345662905983;408000.0;f;good
2267;a;26,08;8.665;u;g;aa;v;1.415;t;f;f;f;g;160.0;150;?;97,36498224804417;47,08881791690664;160000.0;f;good
2268;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,33220278892787;14,672752886586965;204000.0;?;good
2269;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,5385810170045;2,979437875920871;f;?;good
2270;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,98390173447135;23,941817770121094;360000.0;f;good
2271;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,16291777029285;8,04533772976642;100000.0;f;good
2272;b;23,92;0.665;u;g;c;v;0.165;c;f;f;f;g;100.0;f;?;88,600603826454;2,947588352605254;100000.0;f;good
2273;b;45,0;8.5;u;g;cc;h;14.0;t;t;t;t;g;88.0;2000;?;169,98177404202497;47,53953639482825;88000.0;f;good
2274;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,52490482152027;26,20066382086824;f;f;good
2275;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,6043589853218;9,24847486334709;395000.0;f;good
2276;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,98390173447135;23,941817770121094;360000.0;f;good
2277;b;42,0;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,31360473434742;54,631922437781284;f;f;good
2278;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,20309224156142;2,970301096184344;300000.0;?;good
2279;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,49323736302938;141,3182181791853;120000.0;f;good
2280;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;?;137,13275871966076;1,6057722131336811;232000.0;f;good
2281;b;27,67;2.0;u;g;x;h;t;t;t;4;f;g;140.0;7544;?;103,57079056909484;11,712377776186349;140000.0;f;good
2282;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823971619673;16,819352810720726;100000.0;?;good
2283;b;33,17;1.04;u;g;r;h;6.5;t;f;f;t;g;164.0;31285;?;124,96967169364886;3,789646828448663;164000.0;f;good
2284;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832331119;2,7966645202880906;300000.0;f;good
2285;a;24,08;0.5;u;g;q;h;1.25;t;t;t;f;g;f;678;?;92,74793816815001;3,2643617743722135;f;f;good
2286;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,12757255592481;10,848760383867871;399000.0;f;good
2287;b;19,42;6.5;u;g;w;h;1.46;t;t;7;f;g;80.0;2954;?;74,9693540592059;37,04829177644119;80000.0;?;good
2288;a;32,33;0.54;u;g;cc;v;0.04;t;f;f;f;g;440.0;11177;?;123,54094817282439;4,276533343747676;440000.0;?;good
2289;b;34,5;4.04;y;p;i;bb;8.5;t;t;7;t;g;195.0;f;?;132,44548701665536;23,475470504025026;195000.0;f;good
2290;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209308617;28,978292832389016;f;f;good
2291;b;42,0;0.205;u;g;i;h;5.125;t;f;f;f;g;400.0;f;?;160,30476057408552;1,1462944451017572;400000.0;f;good
2292;b;27,83;1.5;u;g;w;v;2.0;t;t;11;t;g;434.0;35;?;101,17365093149526;9,375961617917138;434000.0;?;good
2293;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,37702939896718;17,38405174210148;80000.0;?;good
2294;a;41,17;6.5;u;g;q;v;0.5;t;t;3;t;g;145.0;f;?;156,27556008900095;37,52466375816755;145000.0;?;good
2295;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163050222;53,432427615050685;60000.0;?;good
2296;b;25,0;12.5;u;g;aa;v;3.0;t;f;f;t;s;20.0;f;?;94,1511837590753;70,13171065454735;20000.0;?;good
2297;b;24,33;6.625;y;p;d;v;5.5;t;f;f;t;s;100.0;f;?;94,6690574003098;36,883943794794284;100000.0;f;good
2298;b;35,17;25.125;u;g;x;h;1.625;t;t;t;t;g;515.0;500;?;136,12785657969476;140,22246247365476;515000.0;f;good
